Hash,From,To,Amount
0x3bae34d40f49d56dae64a13cf68c14f6179763c3bd4878e2376c06986ca431a4,0x3f95e41f562CEde21571bA35b822105b12555A92,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,498.404029
0x2c17bb29c0aa59af47916f38b22b4114cf04fd66028cda458993900552cd2c0f,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x0844335A2C4c4447D54d0456B3A4280fA0C27991,66.55244866
0xc8aee73ae6e632cced370ebea24931dd4372210c14e5168f10124c9de194572c,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x61ed4B62E03798305818607C7160B2AbFF15cFeD,9951.88
0x7a019055d85507449b83028d79cf157c86a79e1ef97314a76d61f587cc0802d5,0x61ed4B62E03798305818607C7160B2AbFF15cFeD,0x5ffF56c053d5428aF6c34341535E0f6f9D5EbB4e,1599.30364433
0xe37ead99af26f0a270a474a4957a785db039e236795609718ae2bf0b12fae81e,0x5ffF56c053d5428aF6c34341535E0f6f9D5EbB4e,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,1599.303644
0xa17166c91b14f375e31b75c1555795aab48d18025763369ed530249bf06a2f41,0xC63483707461a72aD96998433783a55A034C881b,0x92dF3001E6406add070E0Fb2326930D72d1783f0,273.0645449689561
0x7d3eee6f4159ceed51d376efc3e739ee81e2648f8e6383f70a7457acbf305113,0x4dfAf4bd37d27f909cDc94b2eA5385351c19bC6F,0x74de5d4FCbf63E00296fd95d33236B9794016631,7457
0x7d3eee6f4159ceed51d376efc3e739ee81e2648f8e6383f70a7457acbf305113,0x74de5d4FCbf63E00296fd95d33236B9794016631,0xE37e799D5077682FA0a244D46E5649F71457BD09,7457
0x7d3eee6f4159ceed51d376efc3e739ee81e2648f8e6383f70a7457acbf305113,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x4a5cf9ecc6fdD4750df92a33ceD79D477D9298c8,745.7
0x7d3eee6f4159ceed51d376efc3e739ee81e2648f8e6383f70a7457acbf305113,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,1006.695
0x7d3eee6f4159ceed51d376efc3e739ee81e2648f8e6383f70a7457acbf305113,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x8544e09CfB5573105F70Ca430F355e585c1f5152,5704.605
0x2e44a5ef871e4d266777cfd49f0debf8b67fc619054163757e61f33d8ea4aa1c,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0x4e4BE94266681284c2Bb51e89a8074539D19E8d3,1303.2419771276757
0x8288c39982c6c76471fc2054d655cffe03272df01aa0cb23ac2f2bc6c2d933d5,0x4a5cf9ecc6fdD4750df92a33ceD79D477D9298c8,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,456.9999715087941
0x845db8ae0e2e101780cc7ec44beb2c5e32d70d4d8f4ee2a3763a35d5e9462f33,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x6052987B1EC93f227ef8295f61b13694C75E54A5,4235980000000000
0x5752b9c08482c3f7151e6b897b1ba1a1340cab29f72bc38aeab21eacb8c1aa9e,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x092A106bd981Df3415DCf931f10216a093b5ba1C,1953.0218
0x02e4722fd9fce23a9754964287b34e473dc18cd4eadff217981667759b0b1a1b,0x092A106bd981Df3415DCf931f10216a093b5ba1C,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,1953.0218
0xefbddd842bfdbbcbe54e0016f384c9d047f2ba89c50bb700f75f01698988f241,0x331A07305e118d161608E3B86abD2815C1463CeD,0xFB92cc0c9b88d2b1ADF5b3f21F885AC61aE7Db7B,70.37855315030757
0xd22156c6a0136628219faa93cf6fd6340169c071d453cb8440adbd949e4d1fed,0x8544e09CfB5573105F70Ca430F355e585c1f5152,0x499Fe5bEC7d595812470448807Fb2BaeF52D15A0,5704
0x9cc6d610fb771dd7d2787733466f00fcbd5141a1d3fd5ec376f3d4b7dc710089,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x092A106bd981Df3415DCf931f10216a093b5ba1C,2171.36731
0x1163fb873f894845fd0a9f99adc5e8c9968cf628a56926f09f90768ec86f2aa9,0x092A106bd981Df3415DCf931f10216a093b5ba1C,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,2171.36731
0x5dcfabad919dd9537bf8b6d2bee8ae947d47ec3c3f54db4fd8373cf62a3aef94,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x153D6704F9F9Ab247eDdD4568CA1D4404d3836c0,1624.47573
0x229d59645316293eed0a64bfddb487e817c1b8f596d204ecdb4a418d86858cc9,0x153D6704F9F9Ab247eDdD4568CA1D4404d3836c0,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,1624.47573
0x6416e1e2d29fc2808dfd2ea028685c1a6fc40de73df6b2a811840b7c6d61b2c1,0x0ab7948DF5BF2da2f9A0264600B70a993E1a3a12,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,10257.59463734882
0x5fc96d9afd757ab9734087a5d9d069e4a2a3eddb1e43d07253225af259063c8f,0xa69106dDB1c0aD30Be64fdb20a90Cf7dAc7588eF,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,10511.48813265
0xa9a567da2bbdfa93b96213774d4a56bd3aa7faa2b65af927f5b77868c0d28f17,0x13307b8854a95946b54A904100AFd0767a7a577b,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,1224.63973392834
0x189ae1af2ed28de3255aa181e9b1ab42c19d9dfe7c6e8be728a1c5fb7ba2c732,0x4e4BE94266681284c2Bb51e89a8074539D19E8d3,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,1303.2419771276757
0xc4df622eafbe873da9fa433f249244b5f0a7254bc4a4e25fe4f1a966e8c33fa3,0x5137289AfB070d30Dba18593aC2D40Ea0BCc9002,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,6458.80518662
0xc85cab1bab8d1d8696de8810730107fd08747570d78350d584c5f56579b47129,0x9Cf7Fb7643D88803993188f5FF9b26b0258Fd3C4,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,1068.5845532720737
0xad1984c752c96fae43ef24f583f3e85ea6e42427d27372d22c51105d0ac949d6,0xf86f2c8657aCf942716F4aE71F63a2eeb24178Dd,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,998.1658994918605
0x5fe8afb423ddcf9ef7a780387e7ee6ed2a67c8a55626a5b162d2c44b5abdca4f,0xF6F3DeFc6d664247E78C89Ac1A2CB8f0e6d3fB44,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,2393.7767765662447
0x019bf8a0fad3120f6a32c73a5a99f8464554bb4e74fc7f0066d2b1d142628c07,0xb2c9b692e64d9c0105AC4a314bBfc69C51a57Df0,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,4300.83483835
0x3afc17ce995e70a3d0194985145ff6baa9c176f79e63938b9af3fa640a867ca0,0x035AE7d933dCBFE617fFbA194A88Af0c2867B90c,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,994.07812143
0xa4437530c46f21b2af9e70f3a5d7694fe3cf6c7580ead0511c9f2766ff038138,0x90D124aCf79BC49f61105F593C651E0a8DF91E6A,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,1864.7170962
0xec9a525bc08a52bf3af019334366356c31bfc1392c374fb0ddf19e32dcc7d14e,0x499Fe5bEC7d595812470448807Fb2BaeF52D15A0,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,11106.75
0x818fbc929b32a2620898321bad5774c4ebe76c46b1f1c67f7f5f21ab17951df8,0xe431e444Cf86d36a013829057063997E744f1301,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,8800
0xe44b36317d416273c5cd64026f2d589c1ee0ae23983f650a59f3829b609481e4,0x514f7a2ed44D09005D41c5f559eAe58164F7e810,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,16000
0x43c74acb5ec6ca2cd78239949b3a5636473ff27c214655ce42c426e50fed8926,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x8fb534E990E019899F3007E641A676DD0bDAD22b,2554.4538
0xd0ad720e1b6e80c3152888f905362ea68919d32fac08aa63b63c99486148f57e,0x8fb534E990E019899F3007E641A676DD0bDAD22b,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,2554.4538
0x025828c1f37a804e92a6f717c112d666197ea0d5cb9599ded1b51579dc041982,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x092A106bd981Df3415DCf931f10216a093b5ba1C,1997.9509
0x40044e301e95132fa04285e37e2e547443ef8bbda2f84e8d6624f6428b0ca7ae,0x092A106bd981Df3415DCf931f10216a093b5ba1C,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,1997.9509
0x6ab59236077fd2ab9798da954bf836d6ccb0688113fe9b243c6d72ad9931853f,0x79B105581884368E1e880FeB703335A16077A224,0x0000000000000000000000000000000000000000,1
0xe8d70879dba48e58fe7845150fa813ca47de903b5ae70ddc3ad69e2af441ec70,0x127fCBB63c04Aa1AA65311011457F0490d49C733,0x969454B94d40a2c0e600B75dbe0f1fd85240C97C,6022.885493913894
0xfe854165add448b7ae31141c96b3bd431c2ccf999947cb2853fbf9b8cbad28d8,0x633b7218644b83D57d90e7299039ebAb19698e9C,0xa1b1bbB8070Df2450810b8eB2425D543cfCeF79b,1.48354196
0xfdf9f19273936173582908542cdb59c3b64e51ad1a5ba89be1f5b21bf72f9dcd,0x4524cFdc25Cd30cb30b726b7b73E065536A6399d,0x0000000000000000000000000000000000000000,5
0x32838956f42b28b2c919f3d77e6e294cc286f2af4220d454f72829e1718eeea7,0xebc18d25d8122da21F73A6BcB78971671f21F6Ff,0xc00518b1415843464046e2867C6Fe05Ac04e469A,147.47555199
0xdfbbdd829f51b424aff19b6bd2b6506f42af6f36618579a92ff238a4badd0b3c,0xc00518b1415843464046e2867C6Fe05Ac04e469A,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,147.475551
0x0a0a6dc70223c1f8296d254719746547647bf16c51bfb68ae7353db16adc8f37,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0xAEB6AA86232e7892E973899f885584Ce530FaFd5,725.53804
0x11866781c43c1e47fafbaa4b9f92c2d151af85205071b00d428c304b70233ae0,0xAEB6AA86232e7892E973899f885584Ce530FaFd5,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,725.53804
0xd907c7a6680fd1a2a1f54d4eb4f5217f7fa35d010643af3175fbd9130dfff315,0xebc18d25d8122da21F73A6BcB78971671f21F6Ff,0xc00518b1415843464046e2867C6Fe05Ac04e469A,251.60549125
0x153113d3b0d0774912b14cb4ba6e8d0eb67579cecc9bfe54e2da27f6440afc18,0xc00518b1415843464046e2867C6Fe05Ac04e469A,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,251.605491
0x68d5fbbf3d65e2fb68c22a04c36cecb51def43cc836e76b56de51123870a6c27,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x2CF508d9B9F5b5d969b0Eb6468019E1daA1C3cb4,14.70019813
0x405042897af0303eb2e572fdf321fcd3cf9783b54b3e16821f38339f0936adbe,0x9719D81c506c95f92caF970851b22AFc88aee574,0x8C2755Cdcf38086d3001c39d5A1b876e9AD9bc75,360
0x4d4d7522140f7208264262dbf81a86e0d05116d71e947fd71ab13e33dd48d13a,0x8C2755Cdcf38086d3001c39d5A1b876e9AD9bc75,0x98C7cB02f45659AEB5e940c734A60209d3f21F2d,360
0xef64bb38ad7b56712514cc616a88d09d5869428157c37dc076965eacdbf8fd63,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0x2AA34ce5F83A145BFEe4003b817cD27e614b2449,154.44907232154117
0xcb31e43bc11febee821d386c1dbc5ebbb06a6a49bba0e093b43275ab04314c58,0x4a5cf9ecc6fdD4750df92a33ceD79D477D9298c8,0xd0Be1fdED5d964619B92B3672C08c43305529bE0,320.05645842204086
0xf112a40fba373b5af7f3c3b3bdd2d0a905f879c1914f43a747fbe63d9cf08722,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0xb6D609dDf96b18B6f9DD45623efAF0f800939035,34909.22804712052
0xaad84f117c130e28fcf28de54e7665ee555733bc0cbf493c417d53ab0b7e2d86,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0xd1d0De48F9783C6772cadB0AF6825861ca103068,93.59315964
0x7a1fd05e5fcce7c99ec88370f5c9fa1f071a2669a8699b6e95b3242c514cffbf,0x61ed4B62E03798305818607C7160B2AbFF15cFeD,0x27ab99ee0170EeD4A33324F810Fe006F125E17eB,911.47782295
0x916c41fd13c00d85f3bdb49cee8c6b2abe00d3146b30dfea9af8db56bc0c77ae,0x27ab99ee0170EeD4A33324F810Fe006F125E17eB,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,911.477822
0x409f3ff021347d274b450823f1fddf7213f8b4215d5584dca354475783d10cac,0x02e89F0f84ec16f14189c21eB122B347D285eF01,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,564.8569772750465
0x04ca85aa40033fe8822562ff947ee8effe0c60460414df0be3ca3ea4cc24e136,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0xd0Be1fdED5d964619B92B3672C08c43305529bE0,569.7083486259221
0x8f3985f5614332607e29bf7f5217b8afadb76620c4a40e8a3d7424e4724cd9e2,0x92dF3001E6406add070E0Fb2326930D72d1783f0,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,26.925814043533634
0x5a4d0c743db670bcd10606e5cb9ce54a5ced0f8d87c84f8541c13d6740d41f2a,0x92dF3001E6406add070E0Fb2326930D72d1783f0,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,246.1387309254225
0x00021f8b632a0f08ea0e9aaf83c80848394cba8e8461aed8b23ede6a36d5245f,0xdd8ACea94733Ff518355C6e106cf18efcAB77e4f,0x0000000000000000000000000000000000000000,1
0x7d79919b5993ef2da0bcce09530eafd802d22b549fdc2c11c04d8fc3630bd051,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0x13307b8854a95946b54A904100AFd0767a7a577b,310.5549675023673
0x7c82dec47ce7d642e3672fa66e855f6f37cf75966e0b1127b7346a0d46a88b6e,0x61ed4B62E03798305818607C7160B2AbFF15cFeD,0x5ffF56c053d5428aF6c34341535E0f6f9D5EbB4e,2049.20352959
0x75829a36a25f6c78e5821c632307afd1f96b79be1e700a718092f1f6c3681552,0x5ffF56c053d5428aF6c34341535E0f6f9D5EbB4e,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,2049.203529
0x7fbbb90daab8eb4c6d187b02da18d1a37a82ccbe3832595da51852699325dadd,0x61ed4B62E03798305818607C7160B2AbFF15cFeD,0x5ffF56c053d5428aF6c34341535E0f6f9D5EbB4e,1060.43777925
0xa7a2733276dd92a5883117c88bc645bf0da32e6ea4c55ad5c883f7923ea3334a,0x5ffF56c053d5428aF6c34341535E0f6f9D5EbB4e,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,1060.437779
0xdad9acafae038fb240e592e4cd3e8d3745fefb356a84f1a4e6e9d68ae57742aa,0xd0Be1fdED5d964619B92B3672C08c43305529bE0,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,1724.3281819841527
0x932fe42acec4287f57e48e7262dd6102b1f75fa3d035ff158c987a3e04cef21f,0x8F2eB13B9b837205bb49D853619d2Ec5Ba9f6772,0xEa85c44e2953e730FE5a922dc7fFd0E0aCF0a341,15.44086359
0xa3820c9a6667a8e429594fd8325d978c07bba24cdb6d06cb5124283b70312832,0x559062176343767a3f560753AC8b1e6B927D697C,0x6F97Ff10CF528c4B42aFc999585819b47de89066,137.25110420990373
0x5387fdbeceb47c1fa8a036e72aa28d3e10b3b1118c3cf025af9f8ddcdf2e3ed2,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x559062176343767a3f560753AC8b1e6B927D697C,110.24115003
0x7a1cb30997d344735fcf1b4daa8bffc935eeff4ece22c7256a0bbd154406f006,0x559062176343767a3f560753AC8b1e6B927D697C,0x559062176343767a3f560753AC8b1e6B927D697C,8.228543607156935
0x2ce218b1d276f7e9b1e9d07f4751066be9493dc9518328db5e6f8b6f96fe274c,0x559062176343767a3f560753AC8b1e6B927D697C,0x8e5aD607722D585d610469bB80483438c56AAc89,137.24746571244648
0x2a98d065a8ae06804027906f4ff7d527d6d07f0b4945c08e68e61e8694cf7c50,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x559062176343767a3f560753AC8b1e6B927D697C,116.65607774
0x68f71a08940f5d2fee5c12873d3671270d7749c7e9523178d4ad50ed511493d0,0x559062176343767a3f560753AC8b1e6B927D697C,0x6F97Ff10CF528c4B42aFc999585819b47de89066,139.71311127516088
0x9ecc9b221b8504a3366677cdf6b1810d536f29956f727aa30cb205f98fde9fdc,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x559062176343767a3f560753AC8b1e6B927D697C,140.06466977
0x86daa185f6af041f569c2eb3440428cf1aab33547fbbbe7ff940b51a4e269171,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0x831Ea408EDCa2e0954795789d545a90936aAb305,36.124943498168015
0x0983b9907d8e475889558290bc2b4a46a9002fa3d536b9112badc26902160bfc,0x559062176343767a3f560753AC8b1e6B927D697C,0x0F0f5Eb22316D797E9A72fB5553AbFdAD85F4b17,6.977255306980956
0xad139e3511f5ce3ca942ccd858ee9babc00d2b36d330a35c795e4300acd2334b,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A,507.14216233405114
0xad139e3511f5ce3ca942ccd858ee9babc00d2b36d330a35c795e4300acd2334b,0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A,0xeb4Af8a64070Ef0dEa6260e0Bf2310748f014d88,3.549995136338358
0xad139e3511f5ce3ca942ccd858ee9babc00d2b36d330a35c795e4300acd2334b,0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A,0x776D97F9e607f3A04b7122f775a31235bA4b08d1,503.5921671977128
0x7694d6efd357f05b339f156748197054ed58f8d7a806e5dad738e69d5cbe9edf,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0x092A106bd981Df3415DCf931f10216a093b5ba1C,878.02472
0x7983052e7156779759138e6c30f0679c9b1babb0716bb42e8cfb7c65043e54dd,0x092A106bd981Df3415DCf931f10216a093b5ba1C,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,878.02472
0x75aeeb90c7cf4bc4da6c95637c3628d4eee15781b41addbac734f7fc75619dca,0xebc18d25d8122da21F73A6BcB78971671f21F6Ff,0xC4dceD96d20F70BC03226035F946e31C2a59CFFD,488.28121147
0x889997a30d1318c8ee83be8d514195dd99983b4af86dbefb5cc827c999c11d91,0xC4dceD96d20F70BC03226035F946e31C2a59CFFD,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,488.281211
0xb66fc44e2cef008f3b9da58192b908160f64ca15143233eca50bba980f26d307,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,0x8CE13C17B9C9caE9193538DC2a64ca7be07E2C00,20287.527781
0x829962913bf643be43924e738886dd7d6b38335fd6cbcf50149325eda65dca08,0xebc18d25d8122da21F73A6BcB78971671f21F6Ff,0x77260554eB902dBAF473dc64B47FE1263C9579f2,444.20911618
0xa9ce527ada11457f0186569486cbd2ac6654681c65bda34c6443755753094470,0x77260554eB902dBAF473dc64B47FE1263C9579f2,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,444.209116
0x3a13b36e83f2bf0f9becb9b3edaec41b73efdd373a8a23e9ba6a4cc8683751f1,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,0x6C2D20AC4Df9d14204d4400CC1B4eb1Eb12ea920,14.000777722531625
0x1532909cf04e008ac7c7549457356148a2a24e0cd09411b67f0b6bcc1d912db1,0xebc18d25d8122da21F73A6BcB78971671f21F6Ff,0x43C4BDEec1df08f725766DB8b1e80bdC5DC57f72,548.23330345
0x48f1ed20e59bf098d244af02724a006160643ad26550c561dabbece520ce493a,0x43C4BDEec1df08f725766DB8b1e80bdC5DC57f72,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,548.233303
0xa901442246e6d0317a1947e58f7815dcaefb98192acacf6c62c932805e663897,0x72E5263FF33D2494692D7F94A758aA9F82062F73,0x5ea88a09704d80336D9662182269ECf49b9C6f4E,818.30925988
0x359c9e482161727051f5dddfacddbd771f653ebd39af5a103da889d9e7886b09,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0xb6D609dDf96b18B6f9DD45623efAF0f800939035,32168.093281644193
0xda716485e46bc80be499c7e7ad36807ae1280133ca5bd3f3b58a49e8f1d8ebdc,0x40ec5B33f54e0E8A33A975908C5BA1c14e5BbbDf,0x38B762FC4d538efD9adDEfd4F6dae8472ffD9B74,1431.9
0x3df5384550e7dc267c2dbcdc9a2364e19deabf7f26264e1bcb944ec7d4710e11,0xeB8d53dD030B78B746C45326fAA298E331b74E27,0x8fd587B5ea5ABD65ad3439D9E58c63222866bAA9,114.07313133111597
0x5a3a8505f882e127bf258d325984e13baa65b03b2a4b81e8f183223c97c1d7ed,0x38B762FC4d538efD9adDEfd4F6dae8472ffD9B74,0x0ab7948DF5BF2da2f9A0264600B70a993E1a3a12,1431.9
0x3c46bb4da36b46465de99a5c6b45af9a3890e1bb6a1fdd0286f2a208d9cf33b1,0x61ed4B62E03798305818607C7160B2AbFF15cFeD,0xDD8B1b08aDA646aF21110A6a4daeBCF3F77e4830,840.07185443
0x1c3a0b96d1e48427dac573bfb4e78fdc1a33d19a560db9166da277ef0486c9f2,0xDD8B1b08aDA646aF21110A6a4daeBCF3F77e4830,0xb8bA36E591FAceE901FfD3d5D82dF491551AD7eF,840.071854
0x91e7183e1885d6434fb6d33a083082bdafa766eade2044bf81d4f9a50e988b32,0xA5380Ae2fA396bD2ee1F9b088b10aD7E04dA7053,0xbd21994b0e0118ea4c5ee1B9fC721BaBd7E760C2,54.56486998
0x0daf9264db183fca5943bf94385b70b4edb37ff72861949c8b9614d05de91bed,0x4408Ca42504d2AcEf3B77A72F883eCb129057183,0xfc7DF38bbF6A61653468Cc16653DAD0970b4E0fC,70.3592373
0x4859e948b730612ad52f33255a48cd3bdbe2342442d81fe2952e8fc429d638c6,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0x5f8b5fC2Ab5566A794e101b4649d07DFb5Ba76cf,6.37017925
